GEM Mine ID,MSHA ID,Country / Area,Mine Name,Mine Name AKAs,Mine Name (Non-ENG),Complex Name,GEM Wiki Page (ENG),GEM Wiki Page (Non-ENG),Status,Status Detail,Project Type,Project Phase,Owners,GEM Entity ID,Owners (Non-ENG),Parent Company,GEM Entity ID,Company HQs,Capacity (Mtpa),Production (Mtpa),Year of Production,"Coal Output (Annual, Mst)",Mine Type,Mining Method,Mine Size (Km2),Mine Depth (m),Depth Accuracy,Workforce Size,Workforce Accuracy,Coal Type,Coal Grade,Percentage of Met Coal,Percentage of Thermal Coal,Accuracy Rating,Reported Year of Percentage Split,"Total Reserves (Proven and Probable, Mt)",Year of Total Reserves Recorded,"Total Resource (Inferred, Indicated, Measured)",Reserve to Production Ratio (R/P),Opening Year,Closing Year,Reported Life of Mine,Reported Year of Mine Life,Coalfield,Location,"Prefecture, District","State, Province",Subregion,Region,Latitude,Longitude,Location Accuracy,"Primary Consumer, Destination","Coal Plant, Steel Plant, Terminal","Coal Plant, Steel Plant, Terminal GEM Wiki",Gas-level Rating,Gas-level Rating Appraisal Year,Reported Coal Mine Methane Emissions (thousand tonnes per year),Year of Reported Coal Mine Methane Emissions,Source ID,Has associated plume data,Has associated CMM mitigation data,GEM Coal Mine Methane Emissions Estimate (MCM/yr),GEM Coal Mine Methane Emissions Estimate (M tonnes/yr),Methane Gas Content (m^3/tonne) (Updated),Methane Emissions Factor (Updated),CMM Emissions (CO2e 20 years),CMM Emissions (CO2e 100 years),ISO Code
M3902,,India,Purunga Coal Mine,2023 Tranche,,,https://www.gem.wiki/Purunga_Coal_Mine,,Proposed,Exploration,New,,CG Natural Resources Pvt Ltd [100%],E100001000647 [100%],,CG Natural Resources Pvt Ltd [100.0%],E100001000647 [100.0%],India,*,*,,,Underground,Bord and Pillar,-,500,Exact,,,Subbituminous,Thermal,,,,,-,,260,-,2028,,-,,Mand Raigarh,Purunga,Raigarh,Chhattisgarh,Southern Asia,Asia,22.30038,83.15156,Approximate,,,,,,,,,,,-,-,4.5,1.6,-,-,356
M3903,,India,Rampia & Dipside of Rampia,Coal Auction 2022 (15 Tranche),,,https://www.gem.wiki/Rampia_%26_Dipside_coal_mine,,Proposed,Announced,New,,Jhar Mineral Resources Pvt Ltd [100%],E100000131740 [100%],,Adani Enterprises Ltd [100.0%],E100001000761 [100.0%],India,8,*,,,Underground & Surface,Mixed,-,60,Estimate,,,Subbituminous,Thermal,,,,,-,,-,-,TBD,,-,,,,Sundargarh,Odisha,Southern Asia,Asia,22.04293,83.63968,Approximate,,,,,,,,,,,10.8,0.01,0.9,1.5,0.6,0.2,356
M3904,,India,Sakhigopal B Kankili Coal Mine,2023 Tranche,,,https://www.gem.wiki/Sakhigopal_B_Kankili_Coal_Mine,,Proposed,Exploration,New,,Rungta Sons Pvt Ltd [100%],E100001010016 [100%],,Rungta Sons Pvt Ltd [100.0%],E100001010016 [100.0%],India,*,*,,,Surface,Open Pit,-,50,Estimate,,,Subbituminous,Thermal,,,,,-,,1257,-,2028,,-,,,,Angul,Odisha,Southern Asia,Asia,20.99706,85.23896,Exact,,,,,,,,,,,-,-,0.8,1.5,-,-,356
M3907,,India,Suliyari Coal Mine,,,,https://www.gem.wiki/Suliyari_Coal_Mine,,Operating,,New,,AP Mineral Development Corp [100%],E100000131214 [100%],,Andhra Pradesh Mineral Development Ltd [100.0%],E100000131214 [100.0%],India,4,5,2023,,Surface,Open Pit,12.98,50,Estimate,835,Estimate,Subbituminous,Thermal,,,,,107,,142,21,2022,,23,,Singrauli,,Singrauli,Madhya Pradesh,Southern Asia,Asia,23.92766,82.31908,Exact,,,,,,,,,,,6,0.00,0.8,1.5,0.3,0.1,356
M3908,,India,Sursa Coal Mine,Coal Auction 2022 (15 Tranche),,,https://www.gem.wiki/Sursa_Coal_Mine,,Proposed,Exploration,New,,Madhya Bharat Minerals Pvt Ltd [100%],E100000131863 [100%],,Madhya Bharat Minerals Pvt Ltd [100.0%],E100000131863 [100.0%],India,*,*,,,Surface,Open Pit,11.5,50,Estimate,,,Subbituminous,Thermal,,,,,-,,72.55,-,TBD,,-,,Tatapani Ramkola,Wadrupnagar,Ambikapur,Chhattisgarh,Southern Asia,Asia,23.61647,83.27168,Approximate,,,,,,,,,,,-,-,0.8,1.5,-,-,356
M4425,,India,Amalgamated Inder Kamptee Coal Mine,,,,https://www.gem.wiki/Amalgamated_Inder-Kamptee_Coal_Mine,,Operating,,,,Western Coalfields Ltd [100%],E100001000801 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,2.5,3.08,2023,,Surface,Open Pit,8.58,50,Estimate,549,Exact,Subbituminous,Thermal,,,,,41,2020,61,13,2018,,15,,Kamptee,,Nagpur,Maharashtra,Southern Asia,Asia,21.24139,79.22944,Exact,,,,,,,,,,,3.7,0.00,0.8,1.5,0.2,0.1,356
M4426,,India,Amalgamated LSMK UG & OC Mine,"Amalgamated Lakhimata, Shampur B, Mandman and Kapasara UG & OC, Cluster 1",,,https://www.gem.wiki/Amalgamated_LSMK_UG_%26_OC_Mine,,Operating,,,,Eastern Coalfields Ltd [100%],E100001000804 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,1.8,0.2,2023,,Underground & Surface,Mixed,12.39,60,Estimate,562,Estimate,Subbituminous,Thermal,,,,,-,,,-,,,25,,Raniganj,,Mugma,Jharkhand,Southern Asia,Asia,23.77282,86.73196,Approximate,,,,,,,,,,,0.3,0.00,0.9,1.5,0,0,356
M4427,,India,ASP Coal Mine,Cluster 10 Amalgamated Sudamdih - Patherdih (ASP) Colliery,,,https://www.gem.wiki/ASP_Coal_Mine,,Operating,,,,Bharat Coking Coal Ltd [100%],E100001000805 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,0.6,0.411,2023,,Surface,Open Pit,4.99,60,Estimate,392,Estimate,Bituminous,Met,,,,,76,2023,,185,,,33,2019,Jharia,,,Jharkhand,Southern Asia,Asia,23.74133,86.40516,Approximate,,,,,,,,,,,2.2,0.00,3.5,1.5,0.1,0,356
M4428,,India,Bikram Coal Mine,,,,https://www.gem.wiki/Bikram_Coal_Mine,,Proposed,Construction,New,,Birla Corporation [100%],E100000131391 [100%],,Birla Corporation Ltd [100.0%],E100000131391 [100.0%],India,0.36,*,,,Underground & Surface,Mixed,2.39,60,Estimate,701,Exact,Subbituminous,Thermal,,,,,10,,22,,,,33,,Sohagpur,Villages Bartara and Gopalpur,Shahdol,Madhya Pradesh,Southern Asia,Asia,23.20581,81.48161,Approximate,,,,,,,,,,,0.5,0.00,0.9,1.5,0,0,356
M4429,,India,Bithnok Lignite Mine,,,,https://www.gem.wiki/Bithnok_lignite_mine,,Proposed,Permitted,New,,NLC India Limited [100%],E100001000440 [100%],,NLC India Ltd [100.0%],E100001000440 [100.0%],India,1.8,*,,,Surface,Open Pit,21.5,50,Estimate,90,Exact,Lignite,Thermal,,,,,80,,98,,,,36,,,,Bikaner,Rajasthan,Southern Asia,Asia,27.86327,72.72391,Approximate,,,,,,,,,,,2.2,0.00,0.8,1.5,0.1,0,356
M4430,,India,"Chora 7,9&10 Coal Mine",Cluster 11,,,"https://www.gem.wiki/Chora_7,9%2610_Coal_Mine",,Operating,,,,Eastern Coalfields Ltd [100%],E100001000804 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,0.21,0.16,2023,,Underground,,,300,Estimate,638,Estimate,Subbituminous,Thermal,,,,,-,,,-,,,,,,,Kenda,West Bengal,Southern Asia,Asia,23.19177,86.51477,Approximate,,,,,,,,,,,0.8,0.00,3.3,1.6,0,0,356
M4431,,India,Damoda Coal Mine,"Cluster 1, Damoda Colliery",,,https://www.gem.wiki/Damoda_coal_mine,,Operating,,,,Bharat Coking Coal Ltd [100%],E100001000805 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,0.9,0.56,2023,,Surface,,5.75,50,Estimate,412,Estimate,Bituminous,Met,,,,,712,2022,,1271,1972,,,,,,Bokaro,Jharkhand,Southern Asia,Asia,23.68031,86.14773,Approximate,,,,,,,,,,,2.5,0.00,3,1.5,0.1,0.1,356
M4432,,India,Dhuptala Coal Mine,Dhoptala OC,,,https://www.gem.wiki/Dhuptala_Coal_Mine,,Operating,,,,Western Coalfields Ltd [100%],E100001000801 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,1.35,0.7,2022,,Surface,Open Pit,13,150,Exact,385,Estimate,Lignite,Thermal,,,,,55,,,79,2022,,,,,Tehsil Rajura,Chandrapur,Maharashtra,Southern Asia,Asia,19.82303,79.33966,Exact,,,,,,,,,,,2.1,0.00,2,1.5,0.1,0,356
M4433,,India,Gangaramchak & Gangaramchak-Bhadulia Coal Mine,,,,https://www.gem.wiki/Gangaramchak_%26_Gangaramchak-Bhadulia_coal_mine,,Operating,,,,West Bengal Power Development Corp Ltd [100%],E100001000512 [100%],,The West Bengal Power Development Corporation Ltd [100.0%],E100001000512 [100.0%],India,2.25,1.5,2023,,Surface,Open Pit,1.9,50,Estimate,410,Estimate,Lignite,Thermal,,,,,6,2022,,4,2020,,3,,Ranigan,Khoyrasole,Birbhum,West Bengal,Southern Asia,Asia,23.81117,87.21068,Exact,,,,,,,,,,,1.8,0.00,0.8,1.5,0.1,0,356
M4434,,India,Gare Palma III Coal Mine,Gare Palma Sector III,,,https://www.gem.wiki/Gare_Palma_III_coal_mine,,Operating,,,,Chhattisgarh State Power Generation Co Ltd [100%],E100000120231 [100%],,Chhattisgarh State Power Generation Co Ltd [100.0%],E100000120231 [100.0%],India,3.5,4,2023,,Surface,Open Pit,7.08,50,Estimate,1195,Estimate,Lignite,Thermal,,,,,210.2,2023,,53,,,,,,,Raigarh,Chhattisgarh,Southern Asia,Asia,22.11866,83.53358,Approximate,,,,,,,,,,,4.8,0.00,0.8,1.5,0.3,0.1,356
M4435,,India,Gare Palma IV 2 & 3 OC Mine,,,,https://www.gem.wiki/Gare_Palma_IV_2_%26_3_OC_Mine,,Operating,,,,South Eastern Coalfields Ltd [100%],E100001000806 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,4.5,1.22,2023,,Surface,,9.65,78,Exact,498,Estimate,Subbituminous,Thermal,,,,,-,,,-,,,,,,,Raigarh,Chhattisgarh,Southern Asia,Asia,22.13081,83.52039,Approximate,,,,,,,,,,,2.1,0.00,1.2,1.5,0.1,0,356
M4436,,India,Gare Palma IV 5 UG Coal Mine,,,,https://www.gem.wiki/Gare_Palma_IV_5_UG_Coal_Mine,,Mothballed,,,,Hindalco Industries Ltd [100%],E100000120560 [100%],,Hindalco Industries Ltd [100.0%],E100000120560 [100.0%],India,0.9,1,2017,,Underground,Bord and Pillar,,300,Estimate,959,Estimate,Subbituminous,Thermal,,,,,93,,,93,2016,,,,,Tehsil Tamnar,Raigarh,Chhattisgarh,Southern Asia,Asia,22.13332,83.51886,Approximate,,,,,,,,,,,5.3,0.00,3.3,1.6,0.3,0.1,356
M4437,,India,Gare Palma IV 6 Coal Mine,,,,https://www.gem.wiki/Gare_Palma_IV_6_Coal_Mine,,Operating,,,,Jindal Steel & Power Ltd [100%],E100001000439 [100%],,Jindal Steel & Power Ltd [100.0%],E100001000439 [100.0%],India,3,*,,,Underground & Surface,,3.81,50,Estimate,630,Estimate,Subbituminous,Thermal,,,,,90,,,,2023,,,,,,Raigarh,Chhattisgarh,Southern Asia,Asia,22.11866,83.53358,Exact,Steel Plant,JSPL Chhattisgarh steel plant,https://www.gem.wiki/JSPL_Chhattisgarh_steel_plant,,,,,,,,3.6,0.00,0.8,1.5,0.2,0.1,356
M4438,,India,Goleti Opencast Mine,,,,https://www.gem.wiki/Goleti_Opencast_Mine,,Proposed,Permitted,Expansion,,The Singareni Collieries Co Ltd [100%],E100001000809 [100%],,The Singareni Collieries Co Ltd [100.0%],E100001000809 [100.0%],India,2.5,*,,,Surface,Open Pit,13.58,280,Exact,715,Exact,Subbituminous,Thermal,,,,,55,,162,7,,,15,,Godavarai,Goleti & Sonapur Villages,"Kumuram Bheem District, Mancherial District ",Telangana,Southern Asia,Asia,19.54114,79.35771,Approximate,,,,,,,,,,,12,0.01,3.2,1.5,0.7,0.2,356
M4440,,India,Jawahar Khani Opencast Mine,JK Opencast Mine,,,https://www.gem.wiki/Jawahar_Khani_Opencast_Mine,,Proposed,Permitted,New,,The Singareni Collieries Co Ltd [100%],E100001000809 [100%],,The Singareni Collieries Co Ltd [100.0%],E100001000809 [100.0%],India,1.68,*,,,Surface,Open Pit,11.15,50,Estimate,657,Exact,Lignite,Thermal,,,,,22,,,,,,,,Godavari,,"Khammam District,Bhadradri Kothagudem District",Telangana,Southern Asia,Asia,17.73557,80.49459,Approximate,,,,,,,,,,,2,0.00,0.8,1.5,0.1,0,356
M4441,,India,Jhiria UG Coal Mine,JHIRIYA,,,https://www.gem.wiki/Jhiria_UG_Coal_Mine,,Operating,,,,South Eastern Coalfields Ltd [100%],E100001000806 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,0.33,0.15,2022,,Underground,,5.6,92,Exact,534,Estimate,,-,,,,,-,,,-,2008,,,,,,Hasde Area,Chhattisgarh,Southern Asia,Asia,22.01015,82.66663,Approximate,,,,,,,,,,,-,-,-,1.6,-,-,356
M4442,,India,JVR I & II Coal Mine,"Jalagam Vengal Rao Opencast Mine - II Expansion, I&II Amalgamation + Expansion",,,https://www.gem.wiki/JVR_I_%26_II_Coal_Mine,,Operating,,,,The Singareni Collieries Co Ltd [100%],E100001000809 [100%],,The Singareni Collieries Co Ltd [100.0%],E100001000809 [100.0%],India,6.3,11.07,2023,,Surface,Open Pit,19.1,130,Exact,1336,Estimate,Subbituminous,Thermal,,,,,202,2023,310,18,2021,,26,,Godavari Valley,,Khammam,Telangana,Southern Asia,Asia,17.20352,80.79833,Exact,,,,,,,,,,,29.9,0.02,1.8,1.5,1.7,0.6,356
M4443,,India,Kakatiya Khani Open Cast-2 Coal Mine,KTK OC-2,,,https://www.gem.wiki/Kakatiya_Khani_Open_Cast-2_Coal_Mine,,Operating,,,,The Singareni Collieries Co Ltd [100%],E100001000809 [100%],,The Singareni Collieries Co Ltd [100.0%],E100001000809 [100.0%],India,1.2,1.5,2023,,Surface,,6.7,240,Exact,866,Estimate,Subbituminous,Thermal,,,,,12,2023,26,8,2017,,,,,Bhupalpally,Warangal,Telangana,Southern Asia,Asia,18.44802,79.85364,Exact,,,,,,,,,,,6.5,0.00,2.9,1.5,0.4,0.1,356
M4444,,India,Kakatiya Khani Opencast-3 Coal Mine,KTK OC III,,,https://www.gem.wiki/Kakatiya_Khani_Opencast-3_Coal_Mine,,Operating,,,,The Singareni Collieries Co Ltd [100%],E100001000809 [100%],,The Singareni Collieries Co Ltd [100.0%],E100001000809 [100.0%],India,2.25,1.37,2023,,Surface,,13.37,50,Estimate,452,Estimate,Subbituminous,Thermal,,,,,72,2023,120,53,2020,,31,,Godavari,Bhupalpalli,Jayashanker Bhupalpalli,Telangana,Southern Asia,Asia,18.43426,79.8574,Approximate,,,,,,,,,,,1.6,0.00,0.8,1.5,0.1,0,356
M4445,,India,Khottadih UG Coal Mine,Khottadih CM UG,,,https://www.gem.wiki/Khottadih_UG_Coal_Mine,,Operating,,,,Eastern Coalfields Ltd [100%],E100001000804 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,0.6,0.54,2022,,Underground,,,300,Estimate,673,Estimate,,-,,,,,-,,,-,2021,,,,,,Paschim Bardhaman,West Bengal,Southern Asia,Asia,23.7244,87.233,Approximate,,,,,,,,,,,-,-,-,1.6,-,-,356
M4446,,India,Koyagudem II Coal Mine,,,,https://www.gem.wiki/Koyagudem_II_Coal_Mine,,Operating,,,,The Singareni Collieries Co Ltd [100%],E100001000809 [100%],,The Singareni Collieries Co Ltd [100.0%],E100001000809 [100.0%],India,1.59,3,2023,,Surface,,8.16,140,Exact,628,Estimate,Subbituminous,Thermal,,,,,19,2023,65,6,2008,,,,,,Pranahita Godavari Valley,Telangana,Southern Asia,Asia,17.62565,80.48673,Exact,,,,,,,,,,,8.6,0.01,1.9,1.5,0.5,0.2,356
M4448,,India,Mahaveerkhani Coal Mine,MVK OC Mine,,,https://www.gem.wiki/Mahaveerkhani_Coal_Mine,,Proposed,Pre-Permit,New,,The Singareni Collieries Co Ltd [100%],E100001000809 [100%],,The Singareni Collieries Co Ltd [100.0%],E100001000809 [100.0%],India,1.68,*,,,Surface,,,50,Estimate,,,Subbituminous,Thermal,,,,,,,,,,,,,,,Bellampalli,Telangana,Southern Asia,Asia,19.07434,79.4754,Approximate,,,,,,,,,,,2,0.00,0.8,1.5,0.1,0,356
M4449,,India,Manuguru Opencast Coal Mine,Manuguru OCP I,,,https://www.gem.wiki/Manuguru_Opencast_Coal_Mine,,Operating,,,,The Singareni Collieries Co Ltd [100%],E100001000809 [100%],,The Singareni Collieries Co Ltd [100.0%],E100001000809 [100.0%],India,1.75,1.4,2023,,Surface,,6.68,130,Exact,488,Estimate,Subbituminous,Thermal,,,,,4,2023,20,3,2017,,,,,,Bhadradri Kothagudem,Telangana,Southern Asia,Asia,17.976,80.8346,Exact,,,,,,,,,,,3.8,0.00,1.8,1.5,0.2,0.1,356
M4451,,India,Marki Barka UG Coal Mine,,,,https://www.gem.wiki/Marki_Barka_UG_Coal_Mine,,Proposed,Permitted,New,,Birla Corporation [100%],E100000131391 [100%],,Birla Corporation Ltd [100.0%],E100000131391 [100.0%],India,0.9,*,,,Underground,,7,300,Estimate,,,Subbituminous,Thermal,,,,,31,,72,,,,,,Singrauli,,Deosar,Madhya Pradesh,Southern Asia,Asia,24.20045,82.26574,Approximate,,,,,,,,,,,4.8,0.00,3.3,1.6,0.3,0.1,356
M4452,,India,Marki Mangli III Coal Mine,,,,https://www.gem.wiki/Marki_Mangli_III_Coal_Mine,,Operating,,,,B.S. Ispat Ltd [100%],E100000131307 [100%],,B.S. Ispat Ltd [100.0%],E100000131307 [100.0%],India,0.21,0.09,0.23,,Surface,Open Pit,2.75,60,Exact,288,Exact,Subbituminous,Thermal,,,,,4,2019,6.19,44,1993,,,,Wardha Valley,Jhari-Jamni,Yavatmal,Maharashtra,Southern Asia,Asia,19.83938,78.80449,Exact,,,,,,,,,,,0.1,0.00,0.9,1.5,0,0,356
M4453,,India,Meenakshi West Coal Mine,,,,https://www.gem.wiki/Meenakshi_West_Coal_Mine,,Proposed,Pre-Permit,New,,Hindalco Industries Limited [100%],E100000120560 [100%],,Hindalco Industries Ltd [100.0%],E100000120560 [100.0%],,*,*,,,Surface,,,50,Estimate,,,,Thermal,,,,,,,950,,2029,,,,Ib Valley,,Sundergarh district,Odisha,Southern Asia,Asia,22.09878,84.35072,Approximate,,,,,,,,,,,-,-,-,1.5,-,-,356
M4454,,India,Naba Jambad Project,"Cluster 10(Jambad UG, Jambad OC & Nabakajora UG)",,,https://www.gem.wiki/Naba_Jambad_Project,,Operating,,,,Eastern Coalfields Ltd [100%],E100001000804 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,0.9,0.58,2023,,Underground & Surface,Mixed,6.64,60,Estimate,582,Estimate,Subbituminous,Thermal,,,,,-,,,-,,,25,2023,,,Paschim Bardhaman,West Bengal,Southern Asia,Asia,23.64316,87.18249,Approximate,,,,,,,,,,,0.8,0.00,0.9,1.5,0,0,356
M4456,,India,North Dhadu Coal Mine,"North Dhadu (West) Coal Mine, North Dhadu (East) Coal Mine",,,https://www.gem.wiki/North_Dhadu_Coal_Mine,,Proposed,Exploration,New,,NLC India; NTPC,E100000001926; E100001000440,,NTPC Ltd; NLC India Ltd,E100000001926; E100001000440,,5,*,,,Underground,,11.3,300,Estimate,,,Subbituminous,Thermal,,,,,,,439,,,,,,North Karanpura ,,Latehar district,Jharkhand,Southern Asia,Asia,23.73412,84.76254,Approximate,,,,,,,,,,,26.4,0.02,3.3,1.6,1.5,0.5,356
M4457,,India,Pachhwara Central Coal Mine,,,,https://www.gem.wiki/Pachhwara_(Central)_coal_mine,,Operating,,,,Punjab State Power Corporation [100%],E100000121150 [100%],,Punjab State Power Corporation Ltd [100.0%],E100000121150 [100.0%],India,,4.63,2023,,Surface,,10.19,50,Estimate,700,Estimate,Subbituminous,Thermal,,,,,-,,,-,2022,,,,,,Pakur,Jharkhand,Southern Asia,Asia,24.53942,87.44808,Exact,,,,,,,,,,,5.6,0.00,0.8,1.5,0.3,0.1,356
M4458,,India,Pandaveswar Dalurband  Coal Mine,Cluster 12,,,https://www.gem.wiki/Pandaveswar_Dalurband_Coal_Mine,,Operating,,,,Eastern Coalfields Ltd [100%],E100001000804 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,1.8,0.8,2023,,Underground & Surface,Mixed,13.85,60,Estimate,611,Estimate,Subbituminous,Thermal,,,,,-,,-,-,,,-,,,,,West Bengal,Southern Asia,Asia,23.69758,87.25398,Approximate,,,,,,,,,,,1.1,0.00,0.9,1.5,0.1,0,356
M4459,,India,Parasea Belbaid Coal Mine,Cluster 10,,,https://www.gem.wiki/Parasea_Belbaid_Coal_Mine,,Operating,,,,Eastern Coalfields Ltd [100%],E100001000804 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,1.75,0.15,2023,,Underground & Surface,Mixed,7.84,60,Estimate,564,Estimate,Subbituminous,Thermal,,,,,-,,,-,,,25,2023,Raniganj,,Paschim Bardhaman,West Bengal,Southern Asia,Asia,23.60403,87.11441,Approximate,,,,,,,,,,,0.2,0.00,0.9,1.5,0,0,356
M4460,,India,Pathora East Coal Mine,,,,https://www.gem.wiki/Pathora_East_Coal_Mine,,Proposed,Exploration,New,,Bajrang Power and Ispat Ltd [100%],E100001012214 [100%],,natural person(s) [6.3%]; Banka Finance & Securities Pvt Ltd [15.9%]; Atlanta Securities Pvt Ltd [15.6%]; Sukanya Merchandise Pvt Ltd [5.5%]; Bonus Dealcom Pvt Ltd [5.5%],E100000123261 [6.3%]; E100001012215 [15.9%]; E100001012216 [15.6%]; E100001012218 [5.5%]; E100001012219 [5.5%],,*,*,,,Underground,,10.5,300,Estimate,,,,Thermal,,,,,,,110,,2029,,,,Sohagpur,,Umaria,Madhya Pradesh,Southern Asia,Asia,22.12104,75.51931,Approximate,,,,,,,,,,,-,-,-,1.6,-,-,356
M4461,,India,Pathora West Coal Mine,,,,https://www.gem.wiki/Pathora_West_Coal_Mine,,Proposed,Exploration,New,,Bajrang Power and Ispat Ltd [100%],E100001012214 [100%],,natural person(s) [6.3%]; Banka Finance & Securities Pvt Ltd [15.9%]; Atlanta Securities Pvt Ltd [15.6%]; Sukanya Merchandise Pvt Ltd [5.5%]; Bonus Dealcom Pvt Ltd [5.5%],E100000123261 [6.3%]; E100001012215 [15.9%]; E100001012216 [15.6%]; E100001012218 [5.5%]; E100001012219 [5.5%],,*,*,,,Underground,,6.4,300,Estimate,,,,Thermal,,,,,,,82,,,,,,Sohagpur,,Umaria,Madhya Pradesh,Southern Asia,Asia,22.12104,75.51931,Approximate,,,,,,,,,,,-,-,-,1.6,-,-,356
M4462,,India,Pelma Coal Mine,,,,https://www.gem.wiki/Pelma_Coal_Mine,,Proposed,Pre-Permit,New,,Pelma Collieries [100%],E100001013688 [100%],,Adani Enterprises Ltd [100.0%],E100001000761 [100.0%],,8,*,,,Surface,Open Pit,,50,Estimate,,,Lignite,-,,,,,219,,,,2030,,,,,Gharghoda tehsil (an administrative unit) in Chhattisgarh’s Raigarh district,Raigarh district,Chhattisgarh,Southern Asia,Asia,22.20519,83.54054,Approximate,,,,,,,,,,,9.6,0.01,0.8,1.5,0.5,0.2,356
M4463,,India,Prakasham Khani OC Coal Mine,Amalgamation of Manuguru OC-II Expansion & Manuguru OC-IV Extension,,,https://www.gem.wiki/Prakasham_Khani_coal_mines,,Operating,,,,The Singareni Collieries Co Ltd [100%],E100001000809 [100%],,The Singareni Collieries Co Ltd [100.0%],E100001000809 [100.0%],India,5.785,10.45,2023,,Surface,,24,170,Exact,1293,Estimate,Subbituminous,Thermal,,,,,57,2023,402,5,2021,,,,,,,Telangana,Southern Asia,Asia,17.94321,80.77821,Exact,,,,,,,,,,,34.5,0.02,2.2,1.5,1.9,0.7,356
M4464,,India,Sherband Coal Mine,,,,https://www.gem.wiki/Sherband_Coal_Mine,,Proposed,Exploration,New,,Nilkanth Coal Mining [100%],E100001013513 [100%],,Nilkanth Coal Mining Pvt Ltd [100.0%],E100001013513 [100.0%],,*,*,,,Surface,,5.5,50,Estimate,,,Subbituminous,Thermal,,,,,,,90,,2029,,,,Mand Raigarh,,Raigarh ,Chhattisgarh,Southern Asia,Asia,22.46248,83.20421,Approximate,,,,,,,,,,,-,-,0.8,1.5,-,-,356
M4467,,India,Venkatesh Khani Coal mine,VK Coal Mine,,,https://www.gem.wiki/Venkatesh_Khani_Coal_Mine,,Proposed,Construction,New,,The Singareni Collieries Co Ltd [100%],E100001000809 [100%],,The Singareni Collieries Co Ltd [100.0%],E100001000809 [100.0%],India,4,*,,,Underground & Surface,Mixed,,60,Estimate,,,Subbituminous,Thermal,,,,,317,2022,448,,,,,,,Rudrampur,Bhadradri Kothgudem,Telangana,Southern Asia,Asia,17.47979,80.6637,Exact,Coal Plant,Kothagudem Thermal Power Station,https://www.gem.wiki/Kothagudem_Thermal_Power_Station,,,,,,,,5.4,0.00,0.9,1.5,0.3,0.1,356
M4468,,India,Bicharpur Coal Mine,,,,https://www.gem.wiki/Bicharpur_coal_mine,,Operating,,,,UltraTech Cement Ltd [100%],E100000000531 [100%],,UltraTech Cement Ltd [100.0%],E100000000531 [100.0%],India,0.6,0.75,2023,,Underground,,5.15,300,Estimate,570,Estimate,Bituminous,Thermal,,,,,29,2021,56.2,39,2021,,,,Sohagpur,,Shahdol,Madhya Pradesh,Southern Asia,Asia,23.26591,81.34386,Exact,,,,,,,,,,,13.1,0.01,10.9,1.6,0.7,0.3,356
M6647,,India,Utkal A Coal Mine,,,,https://www.gem.wiki/Utkal_A_Coal_Mine,,Proposed,Pre-Permit,New,,Mahanadi Coalfields Ltd [100%],E100001000807 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,9.5,,,,Surface,,4.73,50,Estimate,,,,-,,,,,,,332.846,,2025,,,,Talcher,,Angul,Odisha,Southern Asia,Asia,20.84323,85.12106,Approximate,,,,,,,,,,,-,-,-,1.5,-,-,356
M6650,,India,Sitanala Coal Mine,,,,https://www.gem.wiki/Sitanala_Coal_Mine,,Proposed,Pre-Permit,New,,JSW Steel Ltd [100%],E100001000516 [100%],,JSW Steel Ltd [100.0%],E100001000516 [100.0%],India,0.3,,,,Underground,,,300,Estimate,,,Bituminous,Met,,,,,,,109,,2027-2028,,,,Jharia,Chandankiyari,Bokaro,Jharkhand,Southern Asia,Asia,23.6668,86.4047,Approximate,,,,,,,,,,,5.2,0.00,10.9,1.6,0.3,0.1,356
M6651,,India,Machhakata Coal Mine,,,,https://www.gem.wiki/Machhakata_Coal_Mine,,Proposed,Pre-Permit,New,,NLC India Limited [100%],E100001000440 [100%],,NLC India Ltd [100.0%],E100001000440 [100.0%],India,10,,,,Surface,,30.23,50,Estimate,,,Subbituminous,Thermal,,,,,1247,,1400,,,,,,Talcher,Bagadia,Angul,Odisha,Southern Asia,Asia,20.28015,86.58677,Approximate,,,,,,,,,,,12,0.01,0.8,1.5,0.7,0.2,356
M6652,,India,Kudanali Lubri Coal Mine,,,,https://www.gem.wiki/Kudanali_Lubri_Coal_Mine,,Proposed,Pre-Permit,New,,Gujarat Mineral Development Corporation Limited [100%],E100001000669 [100%],,Gujarat Mineral Development Co Ltd [100.0%],E100001000669 [100.0%],India,,,,,,,,,,,,,Thermal,,,,,396,,,,,,,,,Kudanali,Angul,Odisha,Southern Asia,Asia,21.10089,84.66496,Approximate,,,,,,,,,,,-,-,-,-,-,-,356
